area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2,subtype
540.0,3250000.0,as new,4.0,5.0,usa hyper equipped,,,1640,2000.0,1,70,True,house,exceptiona,1,1800,Flemish Brabant,Flanders_zone,3,6018.518518518518,0
122.0,320000.0,,,2.0,,,,1500,183.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2622.9508196721313,1
138.0,264500.0,,3.0,3.0,,,,9400,447.0,1,24,,house,house,0,0,East Flanders,Flanders_zone,3,1916.6666666666667,1
136.0,199900.0,to be done up,4.0,3.0,semi equipped,,,7134,612.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1469.8529411764705,1
350.0,1685000.0,as new,4.0,4.0,,,1.0,2630,6937.0,0,0,True,house,villa,0,0,Antwerp,Flanders_zone,3,4814.285714285715,2
180.0,369000.0,,3.0,4.0,installed,,,2220,463.0,0,0,,house,house,1,315,Antwerp,Flanders_zone,3,2050.0,1
115.0,179000.0,just renovated,3.0,3.0,semi equipped,,,7700,185.0,1,7,,house,house,1,115,Hainaut,Wallonia_zone,2,1556.5217391304348,1
196.0,176000.0,good,3.0,2.0,semi equipped,,,6150,636.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,897.9591836734694,1
155.0,198000.0,good,3.0,4.0,installed,,,6730,249.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1277.4193548387098,1
122.0,132500.0,,2.0,3.0,installed,,,6200,50.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1086.0655737704917,1
318.0,575000.0,,2.0,4.0,semi equipped,,,3500,230.0,0,0,,house,house,0,0,Limburg,Flanders_zone,3,1808.1761006289307,1
180.0,175000.0,to be done up,2.0,3.0,installed,,,4032,91.0,1,5,,house,apartment,0,0,Liege,Wallonia_zone,2,972.2222222222222,3
160.0,229000.0,to be done up,,2.0,semi equipped,,,9500,293.0,0,0,,house,town,0,0,East Flanders,Flanders_zone,3,1431.25,8
140.0,159000.0,good,3.0,4.0,installed,,,6953,155.0,0,0,,house,house,1,155,Luxembourg,Wallonia_zone,2,1135.7142857142858,1
175.0,359000.0,as new,,2.0,,,,8000,175.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2051.4285714285716,1
242.0,449000.0,,2.0,2.0,installed,,,9032,174.0,1,40,,house,apartment,0,0,East Flanders,Flanders_zone,3,1855.3719008264463,3
143.0,215000.0,good,,4.0,semi equipped,,,8902,337.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1503.4965034965035,1
156.0,335000.0,to renovate,4.0,3.0,,,1.0,9120,685.0,0,0,,house,house,1,541,East Flanders,Flanders_zone,3,2147.4358974358975,1
130.0,282000.0,as new,2.0,3.0,,,,8530,311.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2169.230769230769,1
129.0,238000.0,,,4.0,,,,8800,137.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1844.9612403100775,1
165.0,340000.0,,,3.0,,,,1570,617.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2060.6060606060605,1
254.0,299000.0,to renovate,,4.0,not installed,,,9800,730.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1177.1653543307086,1
150.0,310000.0,to be done up,2.0,6.0,not installed,,,4020,112.0,0,0,,house,apartment,0,0,Liege,Wallonia_zone,2,2066.6666666666665,3
170.0,309000.0,good,4.0,5.0,semi equipped,,,4520,891.0,1,20,,house,villa,1,600,Liege,Wallonia_zone,2,1817.6470588235295,2
160.0,335000.0,good,3.0,4.0,semi equipped,,1.0,1400,280.0,1,20,,house,house,1,120,Walloon Brabant,Wallonia_zone,2,2093.75,1
355.0,529000.0,as new,3.0,3.0,hyper equipped,,,3384,500.0,1,20,,house,house,1,80,Flemish Brabant,Flanders_zone,3,1490.1408450704225,1
206.0,290500.0,as new,2.0,4.0,,,,8800,200.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1410.1941747572816,1
96.0,325000.0,to renovate,2.0,3.0,,,,3001,135.0,1,6,,house,house,0,0,Flemish Brabant,Flanders_zone,3,3385.4166666666665,1
125.0,250000.0,good,2.0,3.0,installed,,,1400,130.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2000.0,1
140.0,210000.0,,2.0,3.0,,,,6730,597.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1500.0,1
180.0,650000.0,as new,2.0,3.0,hyper equipped,,,8620,80.0,0,0,,house,house,1,20,West Flanders,Flanders_zone,3,3611.1111111111113,1
138.0,108000.0,,,3.0,,,,4000,55.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,782.6086956521739,1
130.0,139000.0,good,2.0,2.0,installed,,,9600,50.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1069.2307692307693,1
484.0,1065000.0,to renovate,4.0,4.0,installed,,,2930,7122.0,0,0,True,house,house,0,0,Antwerp,Flanders_zone,3,2200.413223140496,1
177.0,458000.0,as new,4.0,3.0,hyper equipped,,,2400,746.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2587.5706214689267,1
135.0,210000.0,good,2.0,3.0,semi equipped,,,4000,824.0,0,0,,house,house,1,725,Liege,Wallonia_zone,2,1555.5555555555557,1
177.0,250000.0,to be done up,4.0,4.0,not installed,,,4920,411.0,1,15,,house,house,0,0,Liege,Wallonia_zone,2,1412.4293785310736,1
212.0,618000.0,as new,4.0,4.0,hyper equipped,,,3061,436.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,2915.0943396226417,2
147.0,292500.0,,2.0,3.0,installed,,,9600,234.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1989.795918367347,1
135.0,359000.0,good,,3.0,hyper equipped,,,8490,377.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2659.259259259259,1
156.0,364998.0,,4.0,3.0,,,,1500,361.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,2339.730769230769,2
140.0,650000.0,just renovated,2.0,3.0,hyper equipped,,,1150,220.0,1,12,,house,house,1,105,Brussel-Capital,Brussels_zone,1,4642.857142857143,1
210.0,845000.0,as new,4.0,4.0,hyper equipped,,,1950,700.0,1,22,,house,villa,1,590,Flemish Brabant,Flanders_zone,3,4023.809523809524,2
134.0,275000.0,,3.0,3.0,,,,2830,250.0,0,0,,house,house,1,75,Antwerp,Flanders_zone,3,2052.2388059701493,1
212.0,529000.0,as new,3.0,5.0,,,,1933,300.0,0,0,,house,house,1,174,Flemish Brabant,Flanders_zone,3,2495.2830188679245,1
138.0,262000.0,,,4.0,,,,8830,227.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1898.5507246376812,1
199.0,325000.0,to be done up,2.0,5.0,,,,9255,334.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1633.1658291457286,1
321.0,565000.0,as new,3.0,3.0,hyper equipped,,,1730,187.0,1,8,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1760.1246105919004,1
386.0,1100000.0,as new,4.0,4.0,usa hyper equipped,,1.0,6630,1974.0,1,62,,house,villa,0,0,Luxembourg,Wallonia_zone,2,2849.740932642487,2
186.0,480000.0,,2.0,4.0,installed,,,2820,251.0,1,9,,house,house,1,144,Antwerp,Flanders_zone,3,2580.6451612903224,1
391.0,2195000.0,as new,4.0,4.0,,,1.0,2500,18510.0,0,0,True,house,villa,0,0,Antwerp,Flanders_zone,3,5613.810741687979,2
285.0,500000.0,good,4.0,4.0,hyper equipped,,,6600,7940.0,0,0,,house,mixed,1,5660,Luxembourg,Wallonia_zone,2,1754.3859649122808,4
206.0,210000.0,,,3.0,,,,3621,2148.0,0,0,,house,house,0,0,Limburg,Flanders_zone,3,1019.4174757281553,1
260.0,895000.0,as new,2.0,5.0,hyper equipped,,,1150,250.0,1,13,,house,town,1,125,Brussel-Capital,Brussels_zone,1,3442.3076923076924,8
90.0,147500.0,good,2.0,2.0,installed,,,7340,340.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1638.888888888889,1
237.0,399000.0,to be done up,,5.0,installed,,,8820,141.0,0,0,,house,apartment,0,0,West Flanders,Flanders_zone,3,1683.5443037974683,3
101.0,175000.0,good,3.0,2.0,semi equipped,,,4540,483.0,0,0,,house,house,1,400,Liege,Wallonia_zone,2,1732.6732673267327,1
260.0,1180000.0,good,4.0,4.0,installed,,,8930,16755.0,1,100,,house,house,0,0,West Flanders,Flanders_zone,3,4538.461538461538,1
140.0,595000.0,good,3.0,3.0,usa installed,,,1150,223.0,0,0,,house,house,1,130,Brussel-Capital,Brussels_zone,1,4250.0,1
115.0,270000.0,as new,,3.0,installed,,,5070,951.0,0,0,,house,villa,0,0,Namur,Wallonia_zone,2,2347.8260869565215,2
236.0,830000.0,,4.0,4.0,semi equipped,,1.0,1380,3732.0,0,0,,house,house,1,3732,Walloon Brabant,Wallonia_zone,2,3516.9491525423728,1
187.0,579000.0,as new,4.0,4.0,hyper equipped,,,1702,700.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,3096.256684491979,2
100.0,59500.0,to renovate,3.0,3.0,semi equipped,,,7340,410.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,595.0,1
1280.0,1950000.0,just renovated,4.0,6.0,hyper equipped,,,1470,3723.0,0,0,,house,mixed,0,0,Walloon Brabant,Wallonia_zone,2,1523.4375,4
120.0,315000.0,as new,3.0,3.0,installed,,,6792,200.0,1,16,,house,house,1,100,Luxembourg,Wallonia_zone,2,2625.0,1
320.0,895000.0,good,4.0,5.0,hyper equipped,,,3090,3664.0,1,30,,house,house,1,3664,Flemish Brabant,Flanders_zone,3,2796.875,1
217.0,459997.0,,3.0,3.0,,,,9450,567.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2119.8018433179723,1
200.0,255000.0,good,,3.0,,,,8400,85.0,1,20,,house,house,0,0,West Flanders,Flanders_zone,3,1275.0,1
145.0,320000.0,to renovate,2.0,3.0,,,,1180,342.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2206.896551724138,1
290.0,920000.0,just renovated,2.0,5.0,usa hyper equipped,,,1180,140.0,1,43,,house,house,0,0,Brussel-Capital,Brussels_zone,1,3172.4137931034484,1
100.0,205000.0,just renovated,2.0,2.0,installed,,1.0,5020,314.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,2050.0,1
140.0,195000.0,,3.0,2.0,installed,,,6220,1100.0,0,0,,house,house,1,970,Hainaut,Wallonia_zone,2,1392.857142857143,1
304.0,825000.0,as new,2.0,6.0,installed,,,9000,109.0,0,0,,house,house,1,23,East Flanders,Flanders_zone,3,2713.815789473684,1
140.0,259900.0,,2.0,4.0,installed,,,4031,127.0,0,0,,house,house,1,45,Liege,Wallonia_zone,2,1856.4285714285713,1
252.0,198000.0,to renovate,3.0,4.0,installed,,1.0,2350,241.0,1,1,,house,house,0,0,Antwerp,Flanders_zone,3,785.7142857142857,1
344.0,1090000.0,,,4.0,,,,8300,175.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,3168.6046511627906,1
150.0,495000.0,,,2.0,installed,,,8480,8244.0,0,0,,house,farmhouse,0,0,West Flanders,Flanders_zone,3,3300.0,11
660.0,1650000.0,to be done up,4.0,4.0,,,,1390,5857.0,0,0,True,house,house,1,51,Walloon Brabant,Wallonia_zone,2,2500.0,1
430.0,1295000.0,good,2.0,4.0,hyper equipped,,,1040,317.0,1,15,,house,house,1,200,Brussel-Capital,Brussels_zone,1,3011.6279069767443,1
175.0,395000.0,good,4.0,3.0,hyper equipped,,,4651,2050.0,1,50,,house,villa,1,2050,Liege,Wallonia_zone,2,2257.1428571428573,2
500.0,1850000.0,as new,4.0,4.0,hyper equipped,,,1380,3158.0,0,0,True,house,house,0,0,Walloon Brabant,Wallonia_zone,2,3700.0,1
229.0,317500.0,good,,4.0,hyper equipped,,,8780,1117.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1386.46288209607,1
210.0,320000.0,good,,4.0,installed,,,8906,915.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1523.8095238095239,1
101.0,565000.0,just renovated,4.0,2.0,,,,3001,530.0,1,49,,house,bungalow,0,0,Flemish Brabant,Flanders_zone,3,5594.059405940594,9
500.0,1395000.0,to renovate,4.0,5.0,semi equipped,,,1380,17992.0,1,68,True,house,exceptiona,0,0,Walloon Brabant,Wallonia_zone,2,2790.0,0
230.0,480000.0,as new,2.0,5.0,usa installed,,,5000,219.0,1,25,,house,house,1,100,Namur,Wallonia_zone,2,2086.9565217391305,1
105.0,120000.0,to be done up,2.0,4.0,installed,,,8930,258.0,0,0,,house,house,1,174,West Flanders,Flanders_zone,3,1142.857142857143,1
209.0,235000.0,good,2.0,3.0,,,,7321,360.0,1,14,,house,house,1,288,Hainaut,Wallonia_zone,2,1124.401913875598,1
185.0,540000.0,good,4.0,3.0,,,,7090,2222.0,1,25,,house,villa,0,0,Hainaut,Wallonia_zone,2,2918.9189189189187,2
318.0,800000.0,as new,4.0,4.0,,,,1325,990.0,0,0,True,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2515.723270440252,1
170.0,249000.0,good,,2.0,installed,,,8600,669.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1464.7058823529412,1
175.0,330000.0,as new,4.0,3.0,hyper equipped,,,8850,465.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1885.7142857142858,1
286.0,920000.0,good,4.0,3.0,semi equipped,,,4630,12639.0,1,20,,house,exceptiona,0,0,Liege,Wallonia_zone,2,3216.7832167832166,0
300.0,290000.0,good,2.0,4.0,installed,,,4317,2863.0,0,0,,house,house,1,2863,Liege,Wallonia_zone,2,966.6666666666666,1
121.0,305000.0,good,2.0,3.0,installed,,,6750,216.0,1,15,,house,house,0,0,Luxembourg,Wallonia_zone,2,2520.6611570247933,1
210.0,230000.0,to renovate,2.0,3.0,installed,,,9660,304.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1095.2380952380952,1
242.0,195000.0,to renovate,2.0,5.0,semi equipped,,,7700,638.0,1,10,,house,house,1,516,Hainaut,Wallonia_zone,2,805.7851239669421,1
1150.0,2990000.0,,,14.0,installed,,,9690,1450.0,0,0,True,house,exceptiona,0,0,East Flanders,Flanders_zone,3,2600.0,0
110.0,279000.0,as new,3.0,3.0,hyper equipped,yes,,4400,965.0,1,40,,house,house,1,650,Liege,Wallonia_zone,2,2536.3636363636365,1
135.0,159000.0,good,2.0,3.0,semi equipped,,,7800,150.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1177.7777777777778,1
100.0,298000.0,as new,2.0,3.0,semi equipped,,,2660,100.0,1,16,,house,house,1,30,Antwerp,Flanders_zone,3,2980.0,1
144.0,330000.0,good,,3.0,installed,,,8370,56.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2291.6666666666665,1
134.0,257211.0,,3.0,3.0,,,,8610,265.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1919.4850746268658,1
160.0,325000.0,as new,3.0,4.0,,,,1350,700.0,1,16,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2031.25,1
1612.0,2999999.0,,,30.0,,,,2660,1585.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1861.0415632754343,1
165.0,325000.0,as new,,3.0,installed,,,9420,138.0,1,20,,house,house,0,0,East Flanders,Flanders_zone,3,1969.6969696969697,1
150.0,260000.0,as new,3.0,3.0,semi equipped,,,4600,358.0,1,11,True,house,house,1,193,Liege,Wallonia_zone,2,1733.3333333333333,1
125.0,169000.0,as new,2.0,3.0,installed,,,6200,2866.0,0,0,,house,house,1,2800,Hainaut,Wallonia_zone,2,1352.0,1
132.0,589000.0,,2.0,3.0,,,,9000,98.0,0,0,,house,house,1,32,East Flanders,Flanders_zone,3,4462.121212121212,1
465.0,1990000.0,as new,,3.0,installed,,1.0,1640,3500.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,4279.569892473119,1
146.0,343500.0,,,3.0,,,,9052,161.0,1,15,,house,house,0,0,East Flanders,Flanders_zone,3,2352.7397260273974,1
260.0,1100000.0,as new,4.0,4.0,hyper equipped,,,1640,1160.0,0,0,True,house,villa,0,0,Flemish Brabant,Flanders_zone,3,4230.7692307692305,2
140.0,348000.0,good,,4.0,installed,,,1420,250.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2485.714285714286,1
88.0,270000.0,,,1.0,,,,9052,106.0,1,18,,house,house,0,0,East Flanders,Flanders_zone,3,3068.181818181818,1
159.0,325000.0,,3.0,3.0,,,,9700,228.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2044.0251572327045,1
175.0,250000.0,,3.0,3.0,hyper equipped,,,4540,420.0,1,10,,house,house,1,225,Liege,Wallonia_zone,2,1428.5714285714287,1
156.0,271000.0,as new,,3.0,hyper equipped,,,8530,177.0,1,10,,house,house,1,21,West Flanders,Flanders_zone,3,1737.179487179487,1
212.0,540000.0,,3.0,3.0,installed,,,3120,467.0,1,30,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2547.169811320755,1
520.0,499500.0,,,6.0,semi equipped,,,8570,260.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,960.5769230769231,4
150.0,265000.0,good,3.0,2.0,,,,9420,460.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1766.6666666666667,1
82.0,135000.0,good,2.0,2.0,semi equipped,,,4101,61.0,1,16,,house,house,0,0,Liege,Wallonia_zone,2,1646.341463414634,1
162.0,150000.0,to be done up,3.0,2.0,installed,,,7331,547.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,925.925925925926,1
156.0,349900.0,as new,3.0,3.0,hyper equipped,,,6724,900.0,1,10,,house,house,1,900,Luxembourg,Wallonia_zone,2,2242.948717948718,1
115.0,110000.0,good,2.0,3.0,,,,7321,288.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,956.5217391304348,1
130.0,99000.0,to be done up,2.0,3.0,not installed,,,4300,50.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,761.5384615384615,1
198.0,415000.0,good,,3.0,installed,,,8870,395.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2095.959595959596,1
340.0,649000.0,,4.0,6.0,,,,6600,750.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1908.8235294117646,1
180.0,225000.0,to be done up,,2.0,installed,,,8380,126.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1250.0,1
331.0,445000.0,,,3.0,,,,3500,857.0,0,0,,house,house,0,0,Limburg,Flanders_zone,3,1344.4108761329305,1
168.0,272000.0,as new,2.0,3.0,,,,8800,219.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1619.047619047619,1
240.0,365000.0,as new,3.0,4.0,usa installed,,1.0,6860,691.0,1,20,,house,house,1,250,Luxembourg,Wallonia_zone,2,1520.8333333333333,1
595.0,925000.0,,,6.0,,,1.0,9220,795.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1554.6218487394958,1
140.0,349000.0,to renovate,4.0,3.0,semi equipped,,,1840,620.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2492.8571428571427,1
145.0,394469.0,,3.0,3.0,usa installed,,,2250,678.0,1,12,,house,house,0,0,Antwerp,Flanders_zone,3,2720.4758620689654,1
169.0,355000.0,as new,,5.0,,,,8800,531.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2100.591715976331,1
214.0,723013.0,,,3.0,installed,,,9820,885.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,3378.5654205607475,2
200.0,265000.0,just renovated,2.0,3.0,usa hyper equipped,,,7750,145.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1325.0,1
235.0,985000.0,as new,2.0,4.0,hyper equipped,,1.0,1160,250.0,1,15,,house,exceptiona,1,150,Brussel-Capital,Brussels_zone,1,4191.489361702128,0
169.0,249900.0,to be done up,4.0,2.0,installed,,,6238,1160.0,1,30,,house,house,1,900,Hainaut,Wallonia_zone,2,1478.698224852071,1
300.0,935000.0,as new,4.0,6.0,hyper equipped,,,1420,1000.0,1,25,,house,house,1,500,Walloon Brabant,Wallonia_zone,2,3116.6666666666665,1
88.0,270000.0,,,1.0,,,,9000,106.0,1,18,,house,house,0,0,East Flanders,Flanders_zone,3,3068.181818181818,1
345.0,375000.0,good,4.0,3.0,hyper equipped,,,9280,379.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1086.9565217391305,1
120.0,169000.0,good,2.0,3.0,installed,,,5580,287.0,1,20,,house,house,1,287,Namur,Wallonia_zone,2,1408.3333333333333,1
124.0,190000.0,good,2.0,2.0,installed,,,9300,67.0,0,0,,house,mixed,0,0,East Flanders,Flanders_zone,3,1532.258064516129,4
152.0,339000.0,,,3.0,,,,2380,421.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2230.2631578947367,1
124.0,289000.0,good,4.0,2.0,,,,4051,1524.0,1,12,,house,town,0,0,Liege,Wallonia_zone,2,2330.6451612903224,8
147.0,219000.0,good,2.0,3.0,installed,,,6224,530.0,1,71,,house,house,0,0,Hainaut,Wallonia_zone,2,1489.795918367347,1
350.0,495000.0,to renovate,4.0,4.0,installed,,,8570,1629.0,0,0,,house,house,1,255,West Flanders,Flanders_zone,3,1414.2857142857142,1
451.0,625000.0,,,,,,,8200,476.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,1385.8093126385809,4
112.0,349000.0,,2.0,3.0,,,,9960,288.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3116.0714285714284,1
142.0,299000.0,as new,2.0,3.0,,,,9300,116.0,1,13,,house,house,1,45,East Flanders,Flanders_zone,3,2105.6338028169016,1
600.0,3800000.0,as new,4.0,7.0,hyper equipped,,,1150,1367.0,1,80,,house,villa,0,0,Brussel-Capital,Brussels_zone,1,6333.333333333333,2
120.0,379000.0,to be done up,4.0,3.0,semi equipped,,,1750,1.0,0,0,,house,house,1,2716,Flemish Brabant,Flanders_zone,3,3158.3333333333335,1
217.0,480000.0,as new,,4.0,hyper equipped,,,1480,800.0,1,80,,house,villa,1,600,Walloon Brabant,Wallonia_zone,2,2211.9815668202764,2
146.0,319000.0,as new,2.0,4.0,installed,,1.0,8400,155.0,1,24,,house,house,1,62,West Flanders,Flanders_zone,3,2184.931506849315,1
170.0,220000.0,,4.0,4.0,installed,,,6534,2299.0,1,27,,house,villa,0,0,Hainaut,Wallonia_zone,2,1294.1176470588234,2
183.0,379000.0,as new,2.0,3.0,installed,,,9000,124.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2071.03825136612,1
154.0,363950.0,,,3.0,installed,,,8610,473.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2363.311688311688,1
450.0,850000.0,good,,6.0,installed,,,5362,11345.0,1,200,True,house,house,1,1134500,Namur,Wallonia_zone,2,1888.888888888889,1
307.0,549000.0,as new,4.0,5.0,installed,,1.0,2235,636.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1788.273615635179,1
111.0,75000.0,to renovate,3.0,2.0,,,,8850,420.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,675.6756756756756,4
166.0,383500.0,as new,,3.0,,,,8490,207.0,0,0,,house,house,1,145,West Flanders,Flanders_zone,3,2310.240963855422,1
502.0,629000.0,good,2.0,5.0,hyper equipped,,1.0,2870,853.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1252.988047808765,1
230.0,170000.0,to renovate,3.0,2.0,semi equipped,,,7950,492.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,739.1304347826087,1
166.0,289000.0,good,,3.0,semi equipped,,,9700,863.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1740.9638554216867,1
100.0,219000.0,good,2.0,3.0,semi equipped,,,4100,250.0,1,31,,house,house,0,0,Liege,Wallonia_zone,2,2190.0,1
220.0,649000.0,to be done up,3.0,4.0,,,1.0,1410,1067.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2950.0,1
126.0,232500.0,,2.0,3.0,not installed,,,4500,65.0,1,15,,house,house,1,50,Liege,Wallonia_zone,2,1845.2380952380952,1
220.0,860000.0,to be done up,4.0,5.0,installed,,,1150,512.0,1,15,,house,house,1,375,Brussel-Capital,Brussels_zone,1,3909.090909090909,1
210.0,399000.0,good,4.0,5.0,installed,,,7742,1011.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1900.0,1
234.0,290000.0,as new,2.0,3.0,installed,,,8531,229.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1239.3162393162393,1
596.0,589000.0,as new,4.0,5.0,installed,,1.0,6800,1500.0,1,38,,house,house,1,1300,Luxembourg,Wallonia_zone,2,988.255033557047,1
214.0,335000.0,,3.0,3.0,installed,,,2560,192.0,1,11,,house,house,1,100,Antwerp,Flanders_zone,3,1565.4205607476636,1
142.0,130000.0,good,3.0,3.0,semi equipped,,,7333,330.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,915.4929577464789,1
175.0,376250.0,as new,3.0,3.0,installed,,,4607,480.0,1,12,,house,house,0,0,Liege,Wallonia_zone,2,2150.0,1
130.0,250000.0,good,2.0,4.0,,,,9600,50.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1923.076923076923,1
110.0,270000.0,just renovated,3.0,3.0,installed,,,7181,200.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,2454.5454545454545,1
1130.0,5850000.0,as new,4.0,5.0,hyper equipped,,,2950,9312.0,0,0,True,house,exceptiona,0,0,Antwerp,Flanders_zone,3,5176.991150442478,0
212.0,325000.0,,3.0,4.0,hyper equipped,,,6001,600.0,1,15,,house,villa,1,600,Hainaut,Wallonia_zone,2,1533.0188679245282,2
114.0,187500.0,to renovate,2.0,2.0,,,,9690,183.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1644.7368421052631,1
500.0,1495000.0,as new,4.0,5.0,hyper equipped,,1.0,1410,1000.0,1,60,True,house,villa,1,1000,Walloon Brabant,Wallonia_zone,2,2990.0,2
230.0,525000.0,good,3.0,5.0,hyper equipped,,,1340,730.0,1,50,,house,mansion,0,0,Walloon Brabant,Wallonia_zone,2,2282.608695652174,6
270.0,175000.0,as new,2.0,4.0,installed,,,7180,110.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,648.1481481481482,1
184.0,379000.0,,,3.0,,,,2880,136.0,0,0,,house,house,1,59,Antwerp,Flanders_zone,3,2059.782608695652,1
171.0,318000.0,,3.0,3.0,installed,,,3890,432.0,1,9,,house,house,1,180,Limburg,Flanders_zone,3,1859.6491228070176,1
105.0,215000.0,just renovated,3.0,3.0,not installed,,,7700,247.0,1,30,,house,house,1,150,Hainaut,Wallonia_zone,2,2047.6190476190477,1
133.0,335000.0,,2.0,3.0,,,,9960,206.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2518.7969924812032,1
218.0,396000.0,just renovated,3.0,3.0,installed,,2.0,1480,462.0,1,70,,house,house,1,462,Walloon Brabant,Wallonia_zone,2,1816.51376146789,1
180.0,89000.0,to renovate,2.0,3.0,not installed,,,6870,96.0,0,0,,house,mixed,0,0,Luxembourg,Wallonia_zone,2,494.44444444444446,4
160.0,370000.0,,,4.0,,,,9030,126.0,1,13,,house,house,1,30,East Flanders,Flanders_zone,3,2312.5,1
152.0,230000.0,to be done up,,3.0,semi equipped,,,8950,603.0,0,0,,house,house,1,1,West Flanders,Flanders_zone,3,1513.157894736842,1
