area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2,subtype
182.0,650000.0,to be done up,4.0,5.0,semi equipped,,,1742,1950.0,0,0,,house,country,0,0,Flemish Brabant,Flanders_zone,3,3571.4285714285716,7
120.0,179000.0,good,3.0,2.0,installed,,,8980,336.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1491.6666666666667,1
179.0,325000.0,good,3.0,3.0,installed,,,8790,500.0,1,30,,house,house,1,300,West Flanders,Flanders_zone,3,1815.6424581005588,1
92.0,84000.0,,2.0,3.0,,,,6041,700.0,0,0,,house,house,1,570,Hainaut,Wallonia_zone,2,913.0434782608696,1
144.0,129000.0,to renovate,3.0,2.0,not installed,,,6183,302.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,895.8333333333334,1
192.0,795000.0,good,2.0,4.0,installed,,,1060,240.0,1,12,,house,house,0,0,Brussel-Capital,Brussels_zone,1,4140.625,1
338.0,995000.0,as new,4.0,4.0,installed,,,1410,1030.0,1,12,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2943.786982248521,2
165.0,305000.0,as new,3.0,3.0,usa installed,,,4140,145.0,0,0,,house,house,1,15,Liege,Wallonia_zone,2,1848.4848484848485,1
200.0,208000.0,good,2.0,5.0,installed,,,6927,568.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1040.0,1
277.0,250000.0,to be done up,,5.0,,,,8650,716.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,902.5270758122743,1
138.0,153000.0,good,3.0,4.0,not installed,,,4800,176.0,0,0,,house,house,1,60,Liege,Wallonia_zone,2,1108.695652173913,1
305.0,349000.0,to renovate,,5.0,,,1.0,8780,879.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1144.2622950819673,1
161.0,329500.0,,3.0,3.0,installed,,,9900,245.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2046.583850931677,1
388.0,759000.0,as new,4.0,3.0,,,1.0,3500,900.0,1,1,,house,villa,1,1,Limburg,Flanders_zone,3,1956.1855670103093,2
180.0,562600.0,,4.0,3.0,,,,3210,1004.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,3125.5555555555557,1
126.0,329000.0,as new,4.0,2.0,hyper equipped,,,8793,126.0,1,13,,house,house,0,0,West Flanders,Flanders_zone,3,2611.1111111111113,1
160.0,279000.0,,,3.0,,,,8560,215.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1743.75,1
120.0,239000.0,,2.0,3.0,,,,2300,440.0,1,30,,house,house,0,0,Antwerp,Flanders_zone,3,1991.6666666666667,1
250.0,585000.0,,,4.0,,,,1050,380.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2340.0,1
118.0,345000.0,good,,4.0,installed,,,1420,299.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2923.728813559322,1
85.0,121000.0,good,,3.0,installed,,,4020,69.0,1,20,,house,house,0,0,Liege,Wallonia_zone,2,1423.5294117647059,1
350.0,975000.0,as new,4.0,4.0,hyper equipped,,,3090,1944.0,1,30,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,2785.714285714286,2
170.0,185000.0,to renovate,2.0,2.0,semi equipped,,,9500,520.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1088.235294117647,1
389.0,259999.0,as new,1.0,5.0,installed,,,6000,350.0,1,30,,house,house,1,100,Hainaut,Wallonia_zone,2,668.3778920308483,1
160.0,275000.0,good,3.0,3.0,,,,8890,471.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1718.75,1
330.0,449000.0,as new,2.0,4.0,installed,,1.0,4530,893.0,0,0,,house,house,1,450,Liege,Wallonia_zone,2,1360.6060606060605,1
104.0,295000.0,good,2.0,3.0,semi equipped,,1.0,9000,150.0,1,12,,house,house,1,50,East Flanders,Flanders_zone,3,2836.5384615384614,1
121.0,232000.0,,,4.0,,,,8830,113.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1917.3553719008264,1
330.0,592000.0,good,3.0,6.0,installed,,,1930,390.0,0,0,,house,house,1,230,Flemish Brabant,Flanders_zone,3,1793.939393939394,1
137.0,369000.0,as new,3.0,3.0,installed,,,2650,160.0,0,0,,house,house,1,60,Antwerp,Flanders_zone,3,2693.4306569343066,1
225.0,397000.0,as new,4.0,4.0,,,,9890,832.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1764.4444444444443,1
170.0,575000.0,to renovate,3.0,4.0,semi equipped,,,1950,343.0,0,0,,house,house,1,100,Flemish Brabant,Flanders_zone,3,3382.3529411764707,1
185.0,179000.0,to be done up,,4.0,semi equipped,,,8432,380.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,967.5675675675676,1
461.0,1125000.0,good,4.0,5.0,hyper equipped,,,1420,3240.0,1,45,,house,villa,1,2974,Walloon Brabant,Wallonia_zone,2,2440.347071583514,2
132.0,365000.0,to be done up,2.0,3.0,installed,,,1640,304.0,1,25,,house,house,1,200,Flemish Brabant,Flanders_zone,3,2765.151515151515,1
252.0,600000.0,just renovated,2.0,11.0,,,,1030,100.0,0,0,,house,house,1,4,Brussel-Capital,Brussels_zone,1,2380.9523809523807,1
750.0,2520000.0,as new,2.0,,,yes,,1050,193.0,1,24,,house,mixed,1,39,Brussel-Capital,Brussels_zone,1,3360.0,4
176.0,690000.0,,4.0,4.0,installed,,,1380,6254.0,0,0,True,house,villa,1,6254,Walloon Brabant,Wallonia_zone,2,3920.4545454545455,2
190.0,270000.0,to be done up,4.0,3.0,installed,,,3980,2032.0,1,20,,house,house,1,1800,Limburg,Flanders_zone,3,1421.0526315789473,1
200.0,299000.0,as new,,3.0,hyper equipped,,,8870,289.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1495.0,1
142.0,361000.0,as new,3.0,3.0,,,,9100,340.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2542.2535211267605,1
270.0,560000.0,as new,4.0,5.0,hyper equipped,,2.0,4950,985.0,1,59,True,house,exceptiona,1,600,Liege,Wallonia_zone,2,2074.074074074074,0
158.0,499000.0,,,3.0,installed,,,8670,151.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,3158.227848101266,1
900.0,2850000.0,as new,4.0,5.0,hyper equipped,,,1420,3100.0,0,0,True,house,exceptiona,0,0,Walloon Brabant,Wallonia_zone,2,3166.6666666666665,0
165.0,458657.0,,4.0,4.0,,,,3020,459.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2779.7393939393937,1
427.0,260000.0,,4.0,7.0,,,,2400,7212.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,608.8992974238876,1
220.0,650000.0,good,4.0,3.0,hyper equipped,,2.0,8851,3921.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,2954.5454545454545,2
320.0,439000.0,as new,2.0,3.0,semi equipped,,,9700,390.0,1,1,,house,house,1,1,East Flanders,Flanders_zone,3,1371.875,1
112.0,409000.0,to be done up,3.0,2.0,usa semi equipped,,,1970,370.0,0,0,,house,house,1,278,Flemish Brabant,Flanders_zone,3,3651.785714285714,1
540.0,2290000.0,good,,7.0,installed,,1.0,1180,235.0,0,0,,house,house,1,110,Brussel-Capital,Brussels_zone,1,4240.740740740741,1
326.0,460000.0,,,5.0,hyper equipped,,,1030,125.0,0,0,,house,house,1,45,Brussel-Capital,Brussels_zone,1,1411.0429447852762,1
138.0,179000.0,as new,,3.0,,,,8800,80.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1297.1014492753623,1
170.0,358000.0,,3.0,3.0,,,,9550,429.0,1,8,,house,house,0,0,East Flanders,Flanders_zone,3,2105.8823529411766,1
110.0,170000.0,good,3.0,1.0,semi equipped,,,6010,859.0,0,0,,house,house,1,800,Hainaut,Wallonia_zone,2,1545.4545454545455,1
146.0,345000.0,good,,4.0,not installed,,,4000,5.0,1,5,,house,apartment,0,0,Liege,Wallonia_zone,2,2363.013698630137,3
145.0,194940.0,,3.0,3.0,,,,8650,222.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1344.4137931034484,1
104.0,347000.0,good,3.0,2.0,installed,,,9030,170.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3336.5384615384614,1
126.0,276400.0,as new,3.0,3.0,,,,8780,278.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2193.6507936507937,1
154.0,440000.0,,4.0,4.0,not installed,,,6780,9800.0,1,10,,house,villa,0,0,Luxembourg,Wallonia_zone,2,2857.1428571428573,2
204.0,650000.0,to renovate,2.0,5.0,semi equipped,,,1150,131.0,0,0,,house,house,1,50,Brussel-Capital,Brussels_zone,1,3186.274509803922,1
154.0,385000.0,to be done up,,2.0,,,,3018,90.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2500.0,1
84.0,100000.0,to be done up,2.0,1.0,installed,,,6240,137.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1190.4761904761904,1
531.0,950000.0,good,4.0,3.0,hyper equipped,,1.0,2960,1359.0,1,120,True,house,house,1,300,Antwerp,Flanders_zone,3,1789.0772128060264,1
216.0,399000.0,to be done up,3.0,3.0,installed,,,9032,399.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1847.2222222222222,1
195.0,225000.0,good,4.0,3.0,installed,,,6927,243.0,1,10,,house,apartment,1,10,Luxembourg,Wallonia_zone,2,1153.8461538461538,3
160.0,325000.0,good,3.0,3.0,installed,,,8552,389.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2031.25,1
80.0,155000.0,to be done up,2.0,2.0,installed,,,4100,251.0,1,16,,house,house,1,160,Liege,Wallonia_zone,2,1937.5,1
198.0,466400.0,as new,4.0,4.0,hyper equipped,,,2220,940.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2355.5555555555557,1
120.0,389000.0,as new,1.0,3.0,installed,,,9000,80.0,0,0,,house,house,1,30,East Flanders,Flanders_zone,3,3241.6666666666665,1
147.0,261000.0,,,4.0,,,,8830,265.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,1775.5102040816328,2
316.0,450000.0,good,,6.0,installed,,,5590,310.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,1424.0506329113923,1
155.0,308200.0,,,4.0,,,,8470,227.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1988.3870967741937,1
378.0,1030000.0,,,3.0,,,,8300,171.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2724.867724867725,1
1857.0,1200000.0,,,9.0,,,,6790,3330.0,0,0,,house,mixed,0,0,Luxembourg,Wallonia_zone,2,646.2035541195477,4
123.0,283000.0,good,2.0,3.0,installed,,,2850,170.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2300.8130081300815,1
444.0,1150000.0,as new,,9.0,hyper equipped,,,8800,213.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2590.09009009009,1
138.0,130000.0,,3.0,2.0,hyper equipped,,,5670,110.0,1,2,,house,house,1,2,Namur,Wallonia_zone,2,942.0289855072464,1
400.0,1499000.0,,2.0,11.0,installed,,,1040,190.0,0,0,,house,apartment,0,0,Brussel-Capital,Brussels_zone,1,3747.5,3
185.0,425000.0,,3.0,4.0,installed,,,1490,1592.0,1,14,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2297.2972972972975,1
150.0,229000.0,to renovate,3.0,3.0,installed,,,9420,520.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1526.6666666666667,1
480.0,1275000.0,good,2.0,7.0,usa installed,,,1000,136.0,0,0,,house,mixed,0,0,Brussel-Capital,Brussels_zone,1,2656.25,4
460.0,1950000.0,as new,,9.0,installed,,2.0,9940,16000.0,0,0,,house,manor,0,0,East Flanders,Flanders_zone,3,4239.130434782609,12
200.0,550000.0,as new,4.0,4.0,hyper equipped,,,1480,1110.0,1,30,,house,villa,1,600,Walloon Brabant,Wallonia_zone,2,2750.0,2
130.0,235000.0,just renovated,2.0,2.0,usa semi equipped,,,4650,86.0,1,18,,house,house,0,0,Liege,Wallonia_zone,2,1807.6923076923076,1
196.0,220000.0,,3.0,3.0,,,,9308,225.0,0,0,,house,house,1,150,East Flanders,Flanders_zone,3,1122.4489795918366,1
83.0,230000.0,good,2.0,2.0,,,,4000,28.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,2771.0843373493976,1
40.0,99000.0,good,,2.0,installed,,,8434,60.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2475.0,1
293.0,400000.0,good,4.0,6.0,hyper equipped,,,3202,1023.0,1,15,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1365.1877133105802,1
373.0,1950000.0,as new,4.0,5.0,hyper equipped,,,1640,3540.0,1,30,,house,house,1,3400,Flemish Brabant,Flanders_zone,3,5227.882037533512,1
160.0,229000.0,,2.0,1.0,installed,,,4020,118.0,0,0,,house,apartment,0,0,Liege,Wallonia_zone,2,1431.25,3
123.0,275000.0,,,3.0,,,,9050,59.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2235.7723577235774,1
260.0,285000.0,good,,3.0,installed,,,8433,180.0,0,0,,house,country,0,0,West Flanders,Flanders_zone,3,1096.1538461538462,7
240.0,485000.0,as new,3.0,3.0,installed,,,1390,1000.0,0,0,,house,house,1,500,Walloon Brabant,Wallonia_zone,2,2020.8333333333333,1
168.0,445000.0,as new,2.0,3.0,installed,,,1140,205.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2648.809523809524,1
420.0,870000.0,to renovate,2.0,5.0,semi equipped,,,1040,160.0,1,10,,house,apartment,1,65,Brussel-Capital,Brussels_zone,1,2071.4285714285716,3
175.0,545000.0,good,4.0,3.0,installed,,,1330,1027.0,0,0,,house,house,1,1027,Walloon Brabant,Wallonia_zone,2,3114.285714285714,1
180.0,125000.0,good,2.0,3.0,,,,7370,210.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,694.4444444444445,1
224.0,269000.0,as new,4.0,3.0,installed,,1.0,5150,1157.0,0,0,,house,villa,0,0,Namur,Wallonia_zone,2,1200.892857142857,2
300.0,625000.0,to be done up,,4.0,semi equipped,,,1160,210.0,1,100,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2083.3333333333335,1
131.0,264000.0,as new,3.0,3.0,usa installed,,,6030,210.0,0,0,,house,house,1,126,Hainaut,Wallonia_zone,2,2015.2671755725191,1
174.0,335000.0,as new,4.0,3.0,installed,,1.0,4051,906.0,1,91,,house,house,0,0,Liege,Wallonia_zone,2,1925.287356321839,1
112.0,299000.0,,2.0,3.0,,,,1500,115.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2669.6428571428573,1
125.0,279000.0,,,2.0,installed,,,9090,204.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2232.0,1
152.0,690000.0,to be done up,4.0,3.0,installed,,,8620,966.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,4539.473684210527,2
148.0,300800.0,,3.0,3.0,,,,8760,460.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2032.4324324324325,1
95.0,139000.0,good,3.0,2.0,installed,,,6182,593.0,1,15,,house,house,1,450,Hainaut,Wallonia_zone,2,1463.157894736842,1
210.0,219000.0,as new,2.0,5.0,usa installed,,,6040,210.0,1,20,,house,house,1,130,Hainaut,Wallonia_zone,2,1042.857142857143,1
349.0,565000.0,to renovate,4.0,4.0,not installed,,,8710,1997.0,1,40,,house,villa,1,1300,West Flanders,Flanders_zone,3,1618.9111747851002,2
139.0,285000.0,to renovate,3.0,3.0,,,,1340,365.0,1,10,,house,house,1,150,Walloon Brabant,Wallonia_zone,2,2050.359712230216,1
178.0,360000.0,just renovated,2.0,3.0,installed,,1.0,2845,248.0,1,20,,house,house,1,170,Antwerp,Flanders_zone,3,2022.4719101123596,1
270.0,425000.0,good,2.0,4.0,usa hyper equipped,,,1200,149.0,1,10,,house,mixed,0,0,Brussel-Capital,Brussels_zone,1,1574.0740740740741,4
165.0,155000.0,good,2.0,2.0,not installed,,,7140,100.0,0,0,,house,house,1,44,Hainaut,Wallonia_zone,2,939.3939393939394,1
233.0,849000.0,,4.0,2.0,,,,9500,13342.0,0,0,True,house,villa,0,0,East Flanders,Flanders_zone,3,3643.776824034335,2
130.0,239500.0,,3.0,3.0,not installed,,,4520,465.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1842.3076923076924,1
340.0,795000.0,good,2.0,5.0,,,,3001,430.0,1,1,,house,house,1,1,Flemish Brabant,Flanders_zone,3,2338.235294117647,1
140.0,600000.0,good,2.0,4.0,installed,,,1150,171.0,0,0,,house,house,1,55,Brussel-Capital,Brussels_zone,1,4285.714285714285,1
265.0,725000.0,good,4.0,4.0,installed,,,2520,1402.0,1,40,,house,house,0,0,Antwerp,Flanders_zone,3,2735.8490566037735,1
140.0,189000.0,as new,2.0,4.0,installed,,1.0,8530,240.0,0,0,,house,house,1,140,West Flanders,Flanders_zone,3,1350.0,1
80.0,95000.0,to renovate,2.0,2.0,not installed,,,4257,110.0,1,20,,house,house,0,0,Liege,Wallonia_zone,2,1187.5,1
141.0,179000.0,to be done up,3.0,2.0,semi equipped,,,7500,250.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1269.5035460992908,1
237.0,399000.0,as new,,6.0,installed,,,8660,311.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1683.5443037974683,1
151.0,140000.0,good,2.0,2.0,semi equipped,,,7387,401.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,927.1523178807947,1
175.0,450000.0,good,4.0,4.0,installed,,1.0,3700,2175.0,1,50,,house,house,1,1400,Limburg,Flanders_zone,3,2571.4285714285716,1
600.0,750000.0,to renovate,4.0,10.0,semi equipped,,,4800,1733.0,1,105,,house,exceptiona,1,1400,Liege,Wallonia_zone,2,1250.0,0
117.0,314500.0,,3.0,4.0,installed,,,4620,164.0,0,0,,house,house,1,538,Liege,Wallonia_zone,2,2688.034188034188,1
150.0,249000.0,as new,,2.0,hyper equipped,,,8860,49800.0,0,0,,house,house,1,36000,West Flanders,Flanders_zone,3,1660.0,1
225.0,215000.0,good,4.0,3.0,,,,8520,159.0,1,1,,house,house,0,0,West Flanders,Flanders_zone,3,955.5555555555555,1
170.0,369000.0,good,2.0,3.0,,,,9052,426.0,0,0,,house,house,1,345,East Flanders,Flanders_zone,3,2170.5882352941176,1
927.0,1950000.0,just renovated,4.0,6.0,hyper equipped,,3.0,1410,3723.0,0,0,,house,exceptiona,0,0,Walloon Brabant,Wallonia_zone,2,2103.559870550162,0
300.0,1750000.0,,4.0,6.0,,,,8300,410.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,5833.333333333333,2
190.0,11111.0,to renovate,3.0,3.0,,,,8630,460.0,0,0,,house,house,1,270,West Flanders,Flanders_zone,3,58.47894736842105,1
200.0,210000.0,good,,3.0,not installed,,,5140,135.0,0,0,,house,apartment,0,0,Namur,Wallonia_zone,2,1050.0,3
112.0,299000.0,good,,3.0,installed,,,8000,95.0,1,8,,house,house,0,0,West Flanders,Flanders_zone,3,2669.6428571428573,1
390.0,539000.0,to renovate,2.0,6.0,installed,yes,,1020,386.0,1,30,,house,house,1,346,Brussel-Capital,Brussels_zone,1,1382.051282051282,1
539.0,280000.0,to renovate,3.0,2.0,not installed,,,6700,1738.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,519.4805194805194,1
168.0,226000.0,good,2.0,4.0,installed,,,9300,72.0,1,8,,house,house,0,0,East Flanders,Flanders_zone,3,1345.2380952380952,1
170.0,175000.0,to be done up,,5.0,semi equipped,,,6220,453.0,0,0,,house,villa,0,0,Hainaut,Wallonia_zone,2,1029.4117647058824,2
210.0,525000.0,good,4.0,5.0,usa semi equipped,,,1341,839.0,1,25,True,house,villa,1,839,Walloon Brabant,Wallonia_zone,2,2500.0,2
269.0,520000.0,,3.0,3.0,installed,,,9700,608.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1933.085501858736,1
146.0,261000.0,,,4.0,,,,8800,265.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,1787.6712328767123,2
121.0,285000.0,as new,,2.0,,,,8790,234.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2355.371900826446,1
260.0,380000.0,good,,4.0,semi equipped,,,9230,725.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1461.5384615384614,1
370.0,1400000.0,to renovate,4.0,5.0,installed,,,1180,1785.0,0,0,,house,villa,0,0,Brussel-Capital,Brussels_zone,1,3783.7837837837837,2
128.0,310000.0,,3.0,3.0,hyper equipped,,,8400,163.0,1,15,,house,villa,0,0,West Flanders,Flanders_zone,3,2421.875,2
159.0,315000.0,as new,3.0,3.0,hyper equipped,,,7760,500.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1981.132075471698,1
510.0,895000.0,,,5.0,hyper equipped,,,1785,3164.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,1754.9019607843138,2
89.0,295000.0,just renovated,4.0,3.0,,,,8570,403.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,3314.6067415730336,1
268.0,354100.0,as new,3.0,4.0,,,,4690,738.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1321.2686567164178,1
200.0,139000.0,,,5.0,not installed,,,7860,60.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,695.0,1
200.0,155000.0,to be done up,3.0,5.0,installed,,,7370,465.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,775.0,1
200.0,599000.0,as new,2.0,3.0,,,,2000,65.0,0,0,,house,mansion,0,0,Antwerp,Flanders_zone,3,2995.0,6
950.0,1299000.0,,,6.0,hyper equipped,,,3570,15119.0,0,0,True,house,house,0,0,Limburg,Flanders_zone,3,1367.3684210526317,1
110.0,185000.0,to renovate,4.0,4.0,semi equipped,,,9600,325.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1681.8181818181818,1
186.0,479000.0,to be done up,4.0,3.0,,,,3090,484.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2575.2688172043013,1
122.0,310700.0,as new,2.0,3.0,installed,,,2850,199.0,1,24,,house,house,1,80,Antwerp,Flanders_zone,3,2546.72131147541,1
161.0,314000.0,,3.0,3.0,hyper equipped,,,1360,250.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1950.3105590062112,1
184.0,165000.0,,2.0,2.0,,,,2600,109.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,896.7391304347826,1
335.0,649900.0,,,4.0,,,,8377,1397.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,1940.0,2
157.0,394500.0,as new,3.0,4.0,installed,,,9930,667.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2512.7388535031846,1
157.0,340000.0,good,4.0,2.0,semi equipped,,,7134,2080.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,2165.605095541401,1
162.0,387500.0,as new,3.0,3.0,hyper equipped,,,2870,432.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2391.9753086419755,1
440.0,999999.0,to be done up,2.0,12.0,semi equipped,,,1600,648.0,1,100,,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,2272.725,4
135.0,275000.0,,3.0,3.0,,,,9600,523.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2037.037037037037,1
193.0,299500.0,as new,3.0,3.0,,,,2222,373.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1551.8134715025906,1
260.0,370000.0,good,4.0,5.0,installed,,1.0,7803,1100.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1423.076923076923,1
120.0,319377.0,,3.0,3.0,,,,9700,336.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2661.475,1
224.0,350000.0,just renovated,3.0,2.0,hyper equipped,,,5660,572.0,0,0,,house,apartment,1,462,Namur,Wallonia_zone,2,1562.5,3
110.0,40000.0,good,3.0,1.0,not installed,,,5580,118.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,363.6363636363636,1
120.0,110000.0,to renovate,2.0,3.0,semi equipped,,,7860,179.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,916.6666666666666,1
150.0,235000.0,,2.0,4.0,,,,9750,289.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1566.6666666666667,1
152.0,359000.0,,,3.0,,,,2590,322.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2361.842105263158,1
332.0,805000.0,as new,,4.0,hyper equipped,,,9971,1869.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,2424.6987951807228,2
155.0,335000.0,,2.0,3.0,,,,2610,375.0,1,40,,house,house,1,235,Antwerp,Flanders_zone,3,2161.2903225806454,1
132.0,285000.0,good,3.0,3.0,installed,,,6700,441.0,1,10,,house,house,1,300,Luxembourg,Wallonia_zone,2,2159.090909090909,1
148.0,299000.0,to be done up,2.0,3.0,installed,,,8470,1054.0,1,20,,house,house,1,800,West Flanders,Flanders_zone,3,2020.2702702702702,1
160.0,400000.0,as new,4.0,4.0,,yes,,7532,5683.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,2500.0,1
120.0,170403.0,as new,3.0,3.0,usa hyper equipped,,,4540,422.0,0,0,,house,house,1,422,Liege,Wallonia_zone,2,1420.025,1
115.0,169000.0,good,2.0,2.0,semi equipped,,,3640,102.0,1,13,,house,house,0,0,Limburg,Flanders_zone,3,1469.5652173913043,1
180.0,295000.0,just renovated,4.0,4.0,installed,,,7742,1830.0,1,70,,house,house,1,1400,Hainaut,Wallonia_zone,2,1638.888888888889,1
130.0,295000.0,good,3.0,3.0,installed,,,2222,520.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2269.230769230769,1
180.0,269000.0,just renovated,3.0,5.0,,,,4460,305.0,0,0,,house,house,1,90,Liege,Wallonia_zone,2,1494.4444444444443,1
226.0,399000.0,good,,4.0,installed,,,4880,877.0,0,0,,house,villa,1,726,Liege,Wallonia_zone,2,1765.486725663717,2
140.0,195000.0,good,3.0,3.0,installed,,,7090,356.0,1,1,,house,house,1,276,Hainaut,Wallonia_zone,2,1392.857142857143,1
450.0,975000.0,,2.0,5.0,,,,7000,762.0,1,50,True,house,house,1,762,Hainaut,Wallonia_zone,2,2166.6666666666665,1
254.0,990000.0,good,4.0,4.0,installed,,,1500,3615.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,3897.6377952755906,1
196.0,399000.0,to be done up,2.0,,usa hyper equipped,,,2800,73.0,0,0,,house,mixed,0,0,Antwerp,Flanders_zone,3,2035.7142857142858,4
135.0,229000.0,just renovated,2.0,4.0,,,,4040,500.0,1,35,,house,house,1,400,Liege,Wallonia_zone,2,1696.2962962962963,1
358.0,228500.0,to renovate,3.0,5.0,not installed,,,4800,228.0,1,14,,house,mixed,0,0,Liege,Wallonia_zone,2,638.268156424581,4
140.0,550000.0,good,2.0,4.0,usa hyper equipped,,,1348,275.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,3928.5714285714284,1
114.0,254700.0,as new,3.0,3.0,usa installed,,,6030,273.0,0,0,,house,house,1,198,Hainaut,Wallonia_zone,2,2234.2105263157896,1
225.0,349000.0,,,4.0,hyper equipped,,,9404,368.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1551.111111111111,1
